Author Last,Author First,Title,ISBN1,ISBN2,ISBN3,Pub City,Publisher,Pub Date,HEB ID,Subject Category,URL
Blight, David W,Race and reunion: the Civil War in American memory,,,,"Cambridge, Mass.",Harvard University Press,2003-01-01,HEB03945.0001.001,American: 1789-1899,https://hdl.handle.net/2027/heb03945.0001.001,9780674022096
Wriothesley, Charles,"A chronicle of England during the reigns of the Tudors, from A. D. 1485-1559, Vol. 1",,,,Westminster,J. B. Nichols and Sons,1875-01-01,HEB03960.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb03960.0001.001
Hernandez, Eloisa May P.,Homebound: women visual artists in nineteenth century Philippines,,,,"Diliman, Quezon City",University of the Philippines Press,2004-01-01,HEB04462.0001.001,Women's Studies,https://hdl.handle.net/2027/heb04462.0001.001,9789715424172
Bloch, R. Howard,Medieval misogyny and the invention of Western romantic love,,,,Chicago,The University of Chicago Press,1991-01-01,HEB04358.0001.001,Women's Studies,https://hdl.handle.net/2027/heb04358.0001.001,9780226059907
Scott, Joan Wallach,Parité!: sexual equality and the crisis of French universalism,,,,Chicago,The University of Chicago Press,2005-01-01,HEB04541.0001.001,Women's Studies,https://hdl.handle.net/2027/heb04541.0001.001,9780226741093
Hirschfeld, Magnus,Women east and west: impressions of a sex expert,,,,London,Heinemann,1935-01-01,HEB04465.0001.001,Women's Studies,https://hdl.handle.net/2027/heb04465.0001.001
Ramet, Sabrina P.,"The three Yugoslavias: state-building and legitimation, 1918-2005",,,,"Washington, D.C.",The Woodrow Wilson Center Press,2006-01-01,HEB05038.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb05038.0001.001,9780253346568
Karakasidou, Anastasia N.,"Fields of wheat, hills of blood: passages to nationhood in Greek Macedonia, 1870-1990",,,,Chicago,The University of Chicago Press,1997-01-01,HEB05014.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb05014.0001.001,9780226424996
Wilkinson, Henry Robert,Maps and politics: a review of the ethnographic cartography of Macedonia,,,,Liverpool,Liverpool University Press,1951-01-01,HEB05071.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb05071.0001.001,9781597407649
Hitchins, Keith,"Rumania, 1866-1947",,,,Oxford,Oxford University Press,2007-01-01,HEB05006.0001.001,European: Russia & Eastern,https://hdl.handle.net/2027/heb05006.0001.001,9780198221265
Bruegmann, Robert,"The architects and the city: Holabird & Roche of Chicago, 1880-1918",,,,"Chicago, Ill.",The University of Chicago Press,1997-01-01,HEB05827.0001.001,Architectural History,https://hdl.handle.net/2027/heb05827.0001.001,9780226076966
,,Sense of place: American regional cultures,,,,Lexington,The University Press of Kentucky,1990-01-01,HEB05620.0001.001,Folklore,https://hdl.handle.net/2027/heb05620.0001.001,9780813158426
,,"A gift of madrigals and motets, Vol. 1",,,,Chicago,The University of Chicago Press,1972-01-01,HEB05587.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb05587.0001.001,9780226762739
Mullett, Charles F.,The bubonic plague and England: an essay in the history of preventive medicine,,,,Lexington,The University Press of Kentucky,1956-01-01,HEB05730.0001.001,Medicine,https://hdl.handle.net/2027/heb05730.0001.001
Gisolfi, Diana,"The rule, the Bible, and the council: the library of the Benedictine Abbey at Praglia",,,,Seattle,College Art Association,1998-01-01,HEB06137.0001.001,Art History,https://hdl.handle.net/2027/heb06137.0001.001,9780295976617
Fehl, Philipp P.,The classical monument: reflections on the connection between morality and art in Greek and Roman sculpture,,,,New York,College Art Association,1972-01-01,HEB06133.0001.001,Art History,https://hdl.handle.net/2027/heb06133.0001.001,9780814725542
Folda, Jaroslav,The Nazareth capitals and the Crusader Shrine of the Annunciation,,,,University Park,College Art Association,1986-01-01,HEB06134.0001.001,Art History,https://hdl.handle.net/2027/heb06134.0001.001,9780271004303
Eitner, Lorenz,The flabellum of Tournus,,,,New York,College Art Association,1944-01-01,HEB06132.0001.001,Art History,https://hdl.handle.net/2027/heb06132.0001.001
Aschheim, Steven E.,"In times of crisis: essays on European culture, Germans, and Jews",,,,"Madison, Wisc.",The University of Wisconsin Press,2001-01-01,HEB06599.0001.001,Jewish Studies,https://hdl.handle.net/2027/heb06599.0001.001,9780299168643
Mitchell, Pablo,"Coyote nation: sexuality, race, and conquest in modernizing New Mexico, 1880-1920",,,,Chicago,The University of Chicago Press,2005-01-01,HEB06228.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb06228.0001.001,9780226532523
Vermeule, Emily,Greece in the bronze age,,,,Chicago,The University of Chicago Press,1972-01-01,HEB06492.0001.001,Archaeology,https://hdl.handle.net/2027/heb06492.0001.001,9780226853550
Meyer, Leonard B.,Emotion and meaning in music,,,,Chicago,The University of Chicago Press,1961-01-01,HEB06267.0001.001,Music & Musicology,https://hdl.handle.net/2027/heb06267.0001.001,9780226521398
Hart, Robert,"The I. G. in Peking: letters of Robert Hart, Chinese Maritime Customs, 1868-1907, Vol. 1",,,,"Cambridge, Mass.",Harvard University Press,1975-01-01,HEB06891.0001.001,Asian: China and Inner Asia,https://hdl.handle.net/2027/heb06891.0001.001,9780674443204
Sher, Richard B.,"The Enlightenment & the book: Scottish authors & their publishers in eighteenth-century Britain, Ireland, & America",,,,Chicago,The University of Chicago Press,2006-01-01,HEB06682.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb06682.0001.001,9780226752549
Roth, Norman,"Conversos, Inquisition, and the expulsion of the Jews from Spain",,,,"Madison, WI",The University of Wisconsin Press,2002-01-01,HEB06640.0001.001,Jewish Studies,https://hdl.handle.net/2027/heb06640.0001.001,9780299142346
Smith, Pamela H.,The body of the artisan: art and experience in the scientific revolution,,,,Chicago,The University of Chicago Press,2004-01-01,HEB06680.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb06680.0001.001,9780226764269
Weems, M. L.,Life of Washington,,,,"Cambridge, Mass.",Harvard University Press,1962-01-01,HEB07495.0001.001,American: Colonial to 1789,https://hdl.handle.net/2027/heb07495.0001.001,9780674532519
Tourgée, Albion Winegar,A fool's errand,,,,"Cambridge, Mass.",Harvard University Press,1961-01-01,HEB07493.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb07493.0001.001,9780674307513
Ruffin, Edmund,An essay on calcareous manures,,,,"Cambridge, Mass.",Harvard University Press,1961-01-01,HEB07491.0001.001,Science & Technology,https://hdl.handle.net/2027/heb07491.0001.001,9780674864627
Wilson, James,"The works of James Wilson, Vol. 1",,,,"Cambridge, Mass.",Harvard University Press,1967-01-01,HEB07498.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb07498.0001.001
Greene, Jack P.,Negotiated authorities: essays in colonial political and constitutional history,,,,Charlottesville,The University of Virginia Press,1994-01-01,HEB07875.0001.001,Legal,https://hdl.handle.net/2027/heb07875.0001.001,9780813915173
Isenberg, Alison,Downtown America: a history of the place and the people who made it,,,,Chicago,The University of Chicago Press,2004-01-01,HEB07799.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb07799.0001.001,9780226385099
Nichols, Johanna,Linguistic diversity in space and time,,,,Chicago,The University of Chicago Press,1992-01-01,HEB07836.0001.001,Linguistics,https://hdl.handle.net/2027/heb07836.0001.001,9780226580593
Goldgar, Anne,"Tulipmania: money, honor, and knowledge in the Dutch golden age",,,,Chicago,The University of Chicago Press,2007-01-01,HEB07818.0001.001,European: 1400-1800,https://hdl.handle.net/2027/heb07818.0001.001,9780226301303
Bendix, Regina,In search of authenticity: the formation of folklore studies,,,,"Madison, Wis.",The University of Wisconsin Press,1997-01-01,HEB08757.0001.001,Folklore,https://hdl.handle.net/2027/heb08757.0001.001,9780299155445
Emad, Parvis,On the way to Heidegger's: contributions to philosophy,,,,"Madison, Wis.",The University of Wisconsin Press,2007-01-01,HEB08762.0001.001,Philosophy,https://hdl.handle.net/2027/heb08762.0001.001,9780299222239
Ungurianu, Dan,Plotting history: the Russian historical novel in the Imperial Age,,,,"Madison, Wis.",The University of Wisconsin Press,2007-01-01,HEB08764.0001.001,Literature,https://hdl.handle.net/2027/heb08764.0001.001,9780299225032
Likaka, Osumaka,Rural society and cotton in colonial Zaire,,,,"Madison, Wis.",The University of Wisconsin Press,1997-01-01,HEB08765.0001.001,African,https://hdl.handle.net/2027/heb08765.0001.001,9780299153342
Gulick, Sidney L.,A Chesterfield bibliography to 1800,,,,Charlottesville,Bibliographical Society of America,1979-01-01,HEB08875.0001.001,Bibliography,https://hdl.handle.net/2027/heb08875.0001.001,9780813908151
DeBauche, Leslie Midkiff,Reel patriotism: the movies and World War I,,,,"Madison, Wis.",The University of Wisconsin Press,1997-01-01,HEB08802.0001.001,Film & Media Studies,https://hdl.handle.net/2027/heb08802.0001.001,9780299154042
Lev Kenaan, Vered,Pandora's senses: the feminine character of the ancient text,,,,"Madison, Wis.",The University of Wisconsin Press,2008-01-01,HEB08799.0001.001,Literature,https://hdl.handle.net/2027/heb08799.0001.001,9780299224141
Pavlock, Barbara,The image of the poet in Ovid's Metamorphoses,,,,"Madison, Wis.",The University of Wisconsin Press,2009-01-01,HEB08801.0001.001,Literature,https://hdl.handle.net/2027/heb08801.0001.001,9780299231439
De Roover, Raymond,"Money, banking and credit in mediaeval Bruges: Italian merchant-bankers Lombards and money changers, a study in the origins of banking",,,,Cambridge,Medieval Academy of America,1948-01-01,HEB31106.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb31106.0001.001
Hatch, William Henry Paine,Greek and Syrian miniatures in Jerusalem,,,,"Cambridge, Mass.",Medieval Academy of America,1931-01-01,HEB31111.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb31111.0001.001
White, Lynn Townsend,Latin monasticism in Norman Sicily,,,,"Cambridge, Mass.",Medieval Academy of America,1938-01-01,HEB30929.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb30929.0001.001
Ellard, Gerald,Ordination anointings in the western church before 1000 A. D.,,,,"Cambridge, Mass.",Medieval Academy of America,1933-01-01,HEB30921.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb30921.0001.001
MacDonald, Dennis Ronald,Two shipwrecked gospels: the Logoi of Jesus and Papias's Exposition of logia about the Lord,,,,"Atlanta, GA",SBL Press,2012-01-01,HEB31342.0001.001,Biblical Literature,https://hdl.handle.net/2027/heb31342.0001.001,9781589836914
,,"John, Qumran, and the Dead Sea scrolls: sixty years of discovery and debate",,,,Atlanta,SBL Press,2011-01-01,HEB31345.0001.001,Biblical Literature,https://hdl.handle.net/2027/heb31345.0001.001,9781589835474
Stanley, Christopher D. (editor),Paul and scripture: extending the conversation,,,,Atlanta,SBL Press,2012-01-01,HEB31343.0001.001,Biblical Literature,https://hdl.handle.net/2027/heb31343.0001.001,9781589836952
Sneed, Mark R.,The politics of pessimism in Ecclesiastes: a social-science prespective,,,,Atlanta,SBL Press,2012-01-01,HEB31333.0001.001,Biblical Literature,https://hdl.handle.net/2027/heb31333.0001.001,9781589836358
Willard, James F.,"The English government at work, 1327-1336, Vol. 1",,,,"Cambridge, Mass.",Medieval Academy of America,1940-01-01,HEB31933.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb31933.0001.001
King, Thomas Alan,"The gendering of men, 1600-1750, Vol. 1",,,,Madison,The University of Wisconsin Press,2004-01-01,HEB31959.0001.001,Gender Studies,https://hdl.handle.net/2027/heb31959.0001.001,9780299197841
Willard, James F.,"The English government at work, 1327-1336, Vol. 2",,,,"Cambridge, Mass.",Medieval Academy of America,1940-01-01,HEB31933.0002.001,European: 400-1400,https://hdl.handle.net/2027/heb31933.0002.001
McKinlay, Arthur Patch,"Arator, the codices",,,,"Cambridge, Mass.",Medieval Academy of America,1942-01-01,HEB31927.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb31927.0001.001,9780910956185
Wickham, Chris,The mountains and the city: the Tuscan Appennines in the early Middle Ages,,,,Oxford,Oxford University Press,1988-01-01,HEB00505.0001.001,European: 400-1400,https://hdl.handle.net/2027/heb00505.0001.001,9780198219668
Roberts, Mary Louise,"Civilization without sexes: reconstructing gender in postwar France, 1917-1927",,,,Chicago,The University of Chicago Press,1994-01-01,HEB00495.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb00495.0001.001,9780226721279
Lanctôt, Gustave,"Canada & the American Revolution, 1774-1783",,,,London,George G. Harrap,1967-01-01,HEB00408.0001.001,American: Colonial to 1789,https://hdl.handle.net/2027/heb00408.0001.001
Cowdrey, Albert E,"This land, this South: an environmental history",,,,"Lexington, Ky.",The University Press of Kentucky,1996-01-01,HEB00363.0001.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb00363.0001.001,9780813149165
Higman, B. W.,"Slave population and economy in Jamaica, 1807-1834",,,,"Kingston, Jamaica",The University of the West Indies Press,1995-01-01,HEB00725.0001.001,African,https://hdl.handle.net/2027/heb00725.0001.001,9789766400088
Hoopes, Townsend,The devil and John Foster Dulles,,,,Boston,"Little, Brown",1973-01-01,HEB00727.0001.001,American: 1900-present,https://hdl.handle.net/2027/heb00727.0001.001,9780316372350
Mott, Frank Luther,"A history of American magazines, 1741-1930, Vol. 2",,,,"Cambridge, Mass.",Harvard University Press,1958-01-01,HEB00678.0002.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb00678.0002.001,9780674395510
Mott, Frank Luther,"A history of American magazines, 1741-1930, Vol. 5",,,,"Cambridge, Mass.",Harvard University Press,1958-01-01,HEB00678.0005.001,American: General & Multiperiod,https://hdl.handle.net/2027/heb00678.0005.001,9780674395541
Boswell, John,"Christianity, social tolerance, and homosexuality: gay people in Western Europe from the beginning of the Christian era to the fourteenth century",,,,Chicago,The University of Chicago Press,1981-01-01,HEB01041.0001.001,European: General & Multiperiod,https://hdl.handle.net/2027/heb01041.0001.001,9780226345369
Altick, Richard Daniel,The shows of London,,,,"Cambridge, Mass.",Harvard University Press,1978-01-01,HEB00970.0001.001,European: 1800-present,https://hdl.handle.net/2027/heb00970.0001.001,9780674807310
Sharon, Moshe,"Black banners from the East, Vol. 2",,,,Jerusalem,Hebrew University,1983-01-01,HEB00938.0002.001,Middle Eastern: 632-1918,https://hdl.handle.net/2027/heb00938.0002.001,9789652233882
Sharon, Moshe,"Black banners from the East, Vol. 1",,,,Jerusalem,Hebrew University,1983-01-01,HEB00938.0001.001,Middle Eastern: 632-1918,https://hdl.handle.net/2027/heb00938.0001.001,9789652235015
Treggiari, Susan,Roman marriage: iusti coniuges from the time of Cicero to the time of Ulpian,,,,Oxford,Oxford University Press,1991-01-01,HEB01470.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb01470.0001.001,9780198148906
Syme, Ronald,"Tacitus, Vol. 1",,,,Oxford,Oxford University Press,1958-01-01,HEB01468.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb01468.0001.001,9780198143277
Harris, William V.,"War and imperialism in Republican Rome, 327-70 B.C.",,,,Oxford,Oxford University Press,1985-01-01,HEB01429.0001.001,European: Ancient to 400 C.E.,https://hdl.handle.net/2027/heb01429.0001.001,9780198148661
Zuckerman, Michael,Peaceable kingdoms: New England towns in the eighteenth century,,,,New York,Alfred A. Knopf,1970-01-01,HEB01411.0001.001,American: Colonial to 1789,https://hdl.handle.net/2027/heb01411.0001.001,9781597405324
